,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id,billing_group_name,reporting_office_name,agent,associated_agent,online,agent_code,travel_style,sub_territory,trip_code,revenue_stream,service_id,parent_trip_code,revenue_fraction,Line Key,Line Order,Line Company,Ledger Account,Account Set,Alternate Ledger Account,Debit Amount,Credit Amount,Currency,Currency Rate,Ledger Debit Amount,Ledger Credit Amount,Quantity,Unit of Measure,Quantity 2,Unit of Measure 2,Memo,Budget Date,Cost Center,Spend Category,Revenue,Revenue Stream,Operational Territory,Billing Group,Channel (How),Channel (Who),Travel Style,Bank Account,Intercompany Affiliate,Region,Balancing Worktag Affiliate,Exclude from Spend Report,Transaction Date*,Tax Type*,Taxable Amount,Tax Code*,Tax Rate*,Tax Applicability,Tax Recoverability,Tax Recoverability Type,Tax Point Date Type,Supplier,Customer,External Business Entity Name,External Business Entity Address,External Business Entity Tax ID,Line Order*,Do Not Use
54752,Barbados,5,23621440,23844682,2021-08-22,20,300,20,900,42500,1645484                        ,4000598-2021-08-22             ,96.0,0.0,96.0,0.0,USD            ,20-900,20-300-20-900-42500,91543958,USD            ,,4000598,23621440,Y,,,Y,,,,Y,,,,Legacy_23844682,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1645484                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1645484.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54759,Barbados,5,23621446,23844688,2021-08-22,20,300,20,900,42000,1646603                        ,4005076-2021-08-22             ,60.0,0.0,60.0,0.0,USD            ,20-900,20-300-20-900-42000,91543988,USD            ,,4005076,23621446,Y,,,Y,,,,Y,,,,Legacy_23844688,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1646603                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000.0,Accommodation Revenue,RC_Accommodation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1646603.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54772,Barbados,4,23621454,23844696,2021-08-22,20,300,20,900,43500,1650518                        ,4041069-2021-08-26             ,98.78,0.0,133.0,0.0,AUD            ,20-900,20-300-20-900-43500,91544025,USD            ,,4041069,23621454,Y,,,Y,,,,Y,,,,Legacy_23844696,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1650518                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1650518.0,,,,,,,,,,,,,,,4,,,,Parent,,,,AUD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
55038,Barbados,2,23621592,23844834,2021-08-23,20,0,20,110,47200,CEO EXPENSE                    ,COMMISSION                     ,30.0,0.0,30.0,0.0,USD            ,20-110,20-000-20-110-47200,91537665,USD            ,,0,23621592,Y,,,Y,,,,Y,,,,Legacy_23844834,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,CEO EXPENSE                    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200.0,Local sales revenue,RC_Local_Sales_Revenue,110.0,Quito,OT_Quito,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55039,Barbados,3,23621592,23844834,2021-08-23,20,0,20,110,47200,CEO EXPENSE                    ,CEO EXPENSE                    ,20.0,0.0,20.0,0.0,USD            ,20-110,20-000-20-110-47200,91537666,USD            ,,0,23621592,Y,,,Y,,,,Y,,,,Legacy_23844834,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,CEO EXPENSE                    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200.0,Local sales revenue,RC_Local_Sales_Revenue,110.0,Quito,OT_Quito,,,,,,,,,,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55168,Barbados,2,23621655,23844898,2021-08-23,20,425,20,900,47000,1552130                        ,4043535                        ,0.0,1547.39,0.0,1120.3,GBP            ,20-900,20-425-20-900-47000,91544397,USD            ,,4043535,23621655,Y,,,Y,,,,Y,,,,Legacy_23844898,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1552130                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1552130.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55170,Barbados,2,23621656,23844899,2021-08-23,20,425,20,900,47000,1552651                        ,4043748                        ,0.0,276.25,0.0,200.0,GBP            ,20-900,20-425-20-900-47000,91544399,USD            ,,4043748,23621656,Y,,,Y,,,,Y,,,,Legacy_23844899,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1552651                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1552651.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55172,Barbados,2,23621657,23844900,2021-08-23,20,425,20,900,47000,1569894                        ,4043517                        ,0.0,138.12,0.0,100.0,GBP            ,20-900,20-425-20-900-47000,91544401,USD            ,,4043517,23621657,Y,,,Y,,,,Y,,,,Legacy_23844900,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1569894                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1569894.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55174,Barbados,2,23621658,23844901,2021-08-23,20,300,20,900,47000,1586431                        ,4044156                        ,0.0,1649.0,0.0,1649.0,USD            ,20-900,20-300-20-900-47000,91544403,USD            ,,4044156,23621658,Y,,,Y,,,,Y,,,,Legacy_23844901,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1586431                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1586431.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55175,Barbados,3,23621658,23844901,2021-08-23,20,300,20,900,47000,1586431                        ,3870479                        ,2349.0,0.0,2349.0,0.0,USD            ,20-900,20-300-20-900-47000,91544404,USD            ,,3870479,23621658,Y,,,Y,,,,Y,,,,Legacy_23844901,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1586431                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1586431.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55177,Barbados,2,23621659,23844902,2021-08-23,20,425,20,900,47000,1589409                        ,4043610                        ,0.0,377.53,0.0,508.3,AUD            ,20-900,20-425-20-900-47000,91544406,USD            ,,4043610,23621659,Y,,,Y,,,,Y,,,,Legacy_23844902,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1589409                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1589409.0,,,,,,,,,,,,,,,2,,,,Parent,,,,AUD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55179,Barbados,2,23621660,23844903,2021-08-23,20,425,20,900,47000,1604417                        ,4043725                        ,3244.51,0.0,2349.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544408,USD            ,,4043725,23621660,Y,,,Y,,,,Y,,,,Legacy_23844903,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1604417                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1604417.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55183,Barbados,2,23621661,23844904,2021-08-23,20,425,20,900,47000,1609490                        ,4043578                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544412,USD            ,,4043578,23621661,Y,,,Y,,,,Y,,,,Legacy_23844904,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1609490                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1609490.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55185,Barbados,2,23621662,23844905,2021-08-23,20,425,20,900,47000,1610575                        ,4043602                        ,3382.63,0.0,2449.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544414,USD            ,,4043602,23621662,Y,,,Y,,,,Y,,,,Legacy_23844905,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1610575                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1610575.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55192,Barbados,4,23621663,23844906,2021-08-23,20,300,20,900,47000,1610617                        ,4043936                        ,0.0,397.76,0.0,397.76,USD            ,20-900,20-300-20-900-47000,91544421,USD            ,,4043936,23621663,Y,,,Y,,,,Y,,,,Legacy_23844906,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1610617                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1610617.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55193,Barbados,5,23621663,23844906,2021-08-23,20,300,20,900,47000,1610617                        ,4043938                        ,1193.28,0.0,1193.28,0.0,USD            ,20-900,20-300-20-900-47000,91544422,USD            ,,4043938,23621663,Y,,,Y,,,,Y,,,,Legacy_23844906,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1610617                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1610617.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55194,Barbados,6,23621663,23844906,2021-08-23,20,300,20,900,47000,1610617                        ,4043941                        ,0.0,894.96,0.0,894.96,USD            ,20-900,20-300-20-900-47000,91544423,USD            ,,4043941,23621663,Y,,,Y,,,,Y,,,,Legacy_23844906,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1610617                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1610617.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55199,Barbados,3,23621664,23844907,2021-08-23,20,300,20,900,47000,1611363                        ,4044095                        ,138.0,0.0,138.0,0.0,USD            ,20-900,20-300-20-900-47000,91544428,USD            ,,4044095,23621664,Y,,,Y,,,,Y,,,,Legacy_23844907,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611363                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611363.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55200,Barbados,4,23621664,23844907,2021-08-23,20,300,20,900,47000,1611363                        ,4044096                        ,3758.0,0.0,3758.0,0.0,USD            ,20-900,20-300-20-900-47000,91544429,USD            ,,4044096,23621664,Y,,,Y,,,,Y,,,,Legacy_23844907,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611363                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611363.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55202,Barbados,2,23621665,23844908,2021-08-23,20,425,20,900,47000,1611527                        ,4044030                        ,1587.72,0.0,1149.5,0.0,GBP            ,20-900,20-425-20-900-47000,91544431,USD            ,,4044030,23621665,Y,,,Y,,,,Y,,,,Legacy_23844908,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611527                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611527.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55203,Barbados,3,23621665,23844908,2021-08-23,20,425,20,900,47000,1611527                        ,4044087                        ,0.0,1311.48,0.0,949.5,GBP            ,20-900,20-425-20-900-47000,91544432,USD            ,,4044087,23621665,Y,,,Y,,,,Y,,,,Legacy_23844908,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611527                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611527.0,,,,,,,,,,,,,,,3,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55204,Barbados,4,23621665,23844908,2021-08-23,20,425,20,900,47000,1611527                        ,4044089                        ,0.0,276.25,0.0,200.0,GBP            ,20-900,20-425-20-900-47000,91544433,USD            ,,4044089,23621665,Y,,,Y,,,,Y,,,,Legacy_23844908,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611527                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611527.0,,,,,,,,,,,,,,,4,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55205,Barbados,5,23621665,23844908,2021-08-23,20,425,20,900,47000,1611527                        ,4044088                        ,0.0,386.05,0.0,279.5,GBP            ,20-900,20-425-20-900-47000,91544434,USD            ,,4044088,23621665,Y,,,Y,,,,Y,,,,Legacy_23844908,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611527                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611527.0,,,,,,,,,,,,,,,5,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55206,Barbados,6,23621665,23844908,2021-08-23,20,425,20,900,47000,1611527                        ,4044032                        ,662.3,0.0,479.5,0.0,GBP            ,20-900,20-425-20-900-47000,91544435,USD            ,,4044032,23621665,Y,,,Y,,,,Y,,,,Legacy_23844908,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611527                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611527.0,,,,,,,,,,,,,,,6,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55208,Barbados,4,23621666,23844909,2021-08-23,20,425,20,900,47000,1611832                        ,4044196                        ,690.62,0.0,500.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544440,USD            ,,4044196,23621666,Y,,,Y,,,,Y,,,,Legacy_23844909,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1611832                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611832.0,,,,,,,,,,,,,,,4,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55212,Barbados,2,23621667,23844910,2021-08-23,20,425,20,900,47000,1612046                        ,4044219                        ,827.79,0.0,700.0,0.0,EUR            ,20-900,20-425-20-900-47000,91544444,USD            ,,4044219,23621667,Y,,,Y,,,,Y,,,,Legacy_23844910,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612046                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612046.0,,,,,,,,,,,,,,,2,,,,Parent,,,,EUR            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55218,Barbados,2,23621669,23844912,2021-08-23,20,425,20,900,47000,1612247                        ,4044150                        ,0.0,2802.52,0.0,2029.0,GBP            ,20-900,20-425-20-900-47000,91544450,USD            ,,4044150,23621669,Y,,,Y,,,,Y,,,,Legacy_23844912,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612247                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612247.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55220,Barbados,1,23621670,23844913,2021-08-23,20,300,20,900,47000,1612263                        ,4044163                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91544452,USD            ,,4044163,23621670,Y,,,Y,,,,Y,,,,Legacy_23844913,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612263                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612263.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55223,Barbados,2,23621671,23844914,2021-08-23,20,300,20,900,47000,1612789                        ,4043915                        ,1000.0,0.0,1000.0,0.0,USD            ,20-900,20-300-20-900-47000,91544455,USD            ,,4043915,23621671,Y,,,Y,,,,Y,,,,Legacy_23844914,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612789                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612789.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55224,Barbados,5,23621671,23844914,2021-08-23,20,300,20,900,43501,1612789                        ,3859999-                       ,0.0,30.0,0.0,30.0,USD            ,20-900,20-300-20-900-43501,91544458,USD            ,,3859999,23621671,Y,,,Y,,,,Y,,,,Legacy_23844914,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612789                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43501.0,Product Revenue Discounts,RC_Product_Discount,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612789.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55227,Barbados,2,23621672,23844915,2021-08-23,20,425,20,900,47000,1612894                        ,4043737                        ,0.0,552.49,0.0,400.0,GBP            ,20-900,20-425-20-900-47000,91544461,USD            ,,4043737,23621672,Y,,,Y,,,,Y,,,,Legacy_23844915,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612894                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612894.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55229,Barbados,2,23621673,23844916,2021-08-23,20,425,20,900,47000,1612895                        ,4043739                        ,0.0,552.49,0.0,400.0,GBP            ,20-900,20-425-20-900-47000,91544463,USD            ,,4043739,23621673,Y,,,Y,,,,Y,,,,Legacy_23844916,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1612895                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612895.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55231,Barbados,8,23621674,23844917,2021-08-23,20,300,20,900,47000,1613568                        ,4043757                        ,350.0,0.0,350.0,0.0,USD            ,20-900,20-300-20-900-47000,91544471,USD            ,,4043757,23621674,Y,,,Y,,,,Y,,,,Legacy_23844917,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1613568                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613568.0,,,,,,,,,,,,,,,8,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55232,Barbados,9,23621674,23844917,2021-08-23,20,300,20,900,42001,1613568                        ,3864735-                       ,0.0,5.0,0.0,5.0,USD            ,20-900,20-300-20-900-42001,91544472,USD            ,,3864735,23621674,Y,,,Y,,,,Y,,,,Legacy_23844917,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1613568                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42001.0,Accomodation Revenue Promos/Discounts,RC_Accommodation_Discounts,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613568.0,,,,,,,,,,,,,,,9,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55236,Barbados,1,23621675,23844918,2021-08-23,20,425,20,900,47000,1613750                        ,4043564                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544261,USD            ,,4043564,23621675,Y,,,Y,,,,Y,,,,Legacy_23844918,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1613750                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613750.0,,,,,,,,,,,,,,,1,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55242,Barbados,3,23621676,23844919,2021-08-23,20,300,20,900,47000,1613793                        ,4044049                        ,700.0,0.0,700.0,0.0,USD            ,20-900,20-300-20-900-47000,91544267,USD            ,,4044049,23621676,Y,,,Y,,,,Y,,,,Legacy_23844919,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1613793                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613793.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55246,Barbados,2,23621677,23844920,2021-08-23,20,425,20,900,47000,1615218                        ,4044231                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91544271,USD            ,,4044231,23621677,Y,,,Y,,,,Y,,,,Legacy_23844920,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1615218                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1615218.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
55249,Barbados,2,23621678,23844921,2021-08-23,20,425,20,900,47000,1615359                        ,4043750                        ,0.0,552.49,0.0,400.0,GBP            ,20-900,20-425-20-900-47000,91544280,USD            ,,4043750,23621678,Y,,,Y,,,,Y,,,,Legacy_23844921,20,USD            ,Actuals,,2021-08-23,Conversion,,,,,1615359                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1615359.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,,,,,,,,,,,,,,,
