,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id,billing_group_name,reporting_office_name,agent,associated_agent,online,agent_code,travel_style,sub_territory,trip_code,revenue_stream,service_id,parent_trip_code,revenue_fraction,Line Key,Line Order,Line Company,Ledger Account,Account Set,Alternate Ledger Account,Debit Amount,Credit Amount,Currency,Currency Rate,Ledger Debit Amount,Ledger Credit Amount,Quantity,Unit of Measure,Quantity 2,Unit of Measure 2,Memo,Budget Date,Cost Center,Spend Category,Revenue,Revenue Stream,Operational Territory,Billing Group,Channel (How),Channel (Who),Travel Style,Bank Account,Intercompany Affiliate,Region,Balancing Worktag Affiliate,Exclude from Spend Report,Transaction Date*,Tax Type*,Taxable Amount,Tax Code*,Tax Rate*,Tax Applicability,Tax Recoverability,Tax Recoverability Type,Tax Point Date Type,Supplier,Customer,External Business Entity Name,External Business Entity Address,External Business Entity Tax ID,Line Order*,Do Not Use
54475,Barbados,7,23621177,23844419,2021-08-21,20,300,20,900,43500,1647193                        ,4007243-2021-08-23             ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-43500,91543257,USD            ,,4007243,23621177,Y,,,Y,,,,Y,,,,Legacy_23844419,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647193                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647193.0,,,,,,,,,,,,,,,7,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54476,Barbados,6,23621178,23844420,2021-08-21,20,400,20,900,42500,1647468                        ,4010887-2021-08-21             ,141.66,0.0,130.0,0.0,CHF            ,20-900,20-400-20-900-42500,91543263,USD            ,,4010887,23621178,Y,,,Y,,,,Y,,,,Legacy_23844420,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647468                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647468.0,,,,,,,,,,,,,,,6,,,,Parent,,,,CHF            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54478,Barbados,4,23621179,23844421,2021-08-21,20,300,20,900,42500,1647581                        ,4009178-2021-08-21             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543268,USD            ,,4009178,23621179,Y,,,Y,,,,Y,,,,Legacy_23844421,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647581                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647581.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54481,Barbados,6,23621181,23844423,2021-08-21,20,400,20,900,43500,1647706                        ,4014974-2021-09-01             ,148.2,0.0,136.0,0.0,CHF            ,20-900,20-400-20-900-43500,91543283,USD            ,,4014974,23621181,Y,,,Y,,,,Y,,,,Legacy_23844423,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647706                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647706.0,,,,,,,,,,,,,,,6,,,,Parent,,,,CHF            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54482,Barbados,7,23621181,23844423,2021-08-21,20,400,20,900,43500,1647706                        ,4009604-2021-08-22             ,122.04,0.0,112.0,0.0,CHF            ,20-900,20-400-20-900-43500,91543284,USD            ,,4009604,23621181,Y,,,Y,,,,Y,,,,Legacy_23844423,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647706                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647706.0,,,,,,,,,,,,,,,7,,,,Parent,,,,CHF            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54483,Barbados,8,23621181,23844423,2021-08-21,20,400,20,900,43500,1647706                        ,4009605-2021-08-25             ,73.01,0.0,67.0,0.0,CHF            ,20-900,20-400-20-900-43500,91543285,USD            ,,4009605,23621181,Y,,,Y,,,,Y,,,,Legacy_23844423,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647706                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647706.0,,,,,,,,,,,,,,,8,,,,Parent,,,,CHF            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54486,Barbados,4,23621183,23844425,2021-08-21,20,300,20,900,42500,1647924                        ,4010611-2021-08-21             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543131,USD            ,,4010611,23621183,Y,,,Y,,,,Y,,,,Legacy_23844425,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647924                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647924.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54488,Barbados,6,23621183,23844425,2021-08-21,20,300,20,900,43500,1647924                        ,4010610-2021-08-22             ,240.0,0.0,240.0,0.0,USD            ,20-900,20-300-20-900-43500,91543133,USD            ,,4010610,23621183,Y,,,Y,,,,Y,,,,Legacy_23844425,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1647924                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1647924.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54491,Barbados,4,23621187,23844429,2021-08-21,20,300,20,900,42500,1648846                        ,4017886-2021-08-29             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543150,USD            ,,4017886,23621187,Y,,,Y,,,,Y,,,,Legacy_23844429,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1648846                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1648846.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54492,Barbados,5,23621187,23844429,2021-08-21,20,300,20,900,42500,1648846                        ,4017885-2021-08-21             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543151,USD            ,,4017885,23621187,Y,,,Y,,,,Y,,,,Legacy_23844429,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1648846                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1648846.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54493,Barbados,6,23621187,23844429,2021-08-21,20,300,20,900,43500,1648846                        ,4017731-2021-08-23             ,149.0,0.0,149.0,0.0,USD            ,20-900,20-300-20-900-43500,91543152,USD            ,,4017731,23621187,Y,,,Y,,,,Y,,,,Legacy_23844429,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1648846                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1648846.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54503,Barbados,4,23621196,23844438,2021-08-21,20,300,20,900,42500,1650449                        ,4026548-2021-08-28             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543190,USD            ,,4026548,23621196,Y,,,Y,,,,Y,,,,Legacy_23844438,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1650449                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1650449.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54504,Barbados,5,23621196,23844438,2021-08-21,20,300,20,900,42500,1650449                        ,4026547-2021-08-21             ,44.0,0.0,44.0,0.0,USD            ,20-900,20-300-20-900-42500,91543191,USD            ,,4026547,23621196,Y,,,Y,,,,Y,,,,Legacy_23844438,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1650449                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1650449.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54505,Barbados,6,23621196,23844438,2021-08-21,20,300,20,900,43500,1650449                        ,4026543-2021-08-25             ,74.0,0.0,74.0,0.0,USD            ,20-900,20-300-20-900-43500,91543192,USD            ,,4026543,23621196,Y,,,Y,,,,Y,,,,Legacy_23844438,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1650449                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1650449.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54506,Barbados,7,23621196,23844438,2021-08-21,20,300,20,900,43500,1650449                        ,4026544-2021-08-22             ,120.0,0.0,120.0,0.0,USD            ,20-900,20-300-20-900-43500,91543193,USD            ,,4026544,23621196,Y,,,Y,,,,Y,,,,Legacy_23844438,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1650449                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1650449.0,,,,,,,,,,,,,,,7,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54510,Barbados,11,23621201,23844443,2021-08-21,20,300,20,900,42500,1651454                        ,4029339-2021-08-21             ,130.0,0.0,130.0,0.0,USD            ,20-900,20-300-20-900-42500,91543392,USD            ,,4029339,23621201,Y,,,Y,,,,Y,,,,Legacy_23844443,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1651454                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1651454.0,,,,,,,,,,,,,,,11,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54513,Barbados,22,23621201,23844443,2021-08-21,20,300,20,900,43500,1651454                        ,4026844-2021-08-24             ,579.0,0.0,579.0,0.0,USD            ,20-900,20-300-20-900-43500,91543403,USD            ,,4026844,23621201,Y,,,Y,,,,Y,,,,Legacy_23844443,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1651454                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1651454.0,,,,,,,,,,,,,,,22,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54516,Barbados,1,23621202,23844444,2021-08-21,20,425,20,900,47000,1651536                        ,4042876                        ,700.0,0.0,700.0,0.0,USD            ,20-900,20-425-20-900-47000,91543406,USD            ,,4042876,23621202,Y,,,Y,,,,Y,,,,Legacy_23844444,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1651536                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1651536.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54523,Barbados,3,23621207,23844449,2021-08-21,20,300,20,900,47000,1654421                        ,4043037                        ,299.0,0.0,299.0,0.0,USD            ,20-900,20-300-20-900-47000,91543422,USD            ,,4043037,23621207,Y,,,Y,,,,Y,,,,Legacy_23844449,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1654421                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1654421.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54525,Barbados,2,23621208,23844450,2021-08-21,20,300,20,900,47000,1654497                        ,4042998                        ,700.0,0.0,700.0,0.0,USD            ,20-900,20-300-20-900-47000,91543424,USD            ,,4042998,23621208,Y,,,Y,,,,Y,,,,Legacy_23844450,20,USD            ,Actuals,,2021-08-21,Conversion,,,,,1654497                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1654497.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,,
54707,Barbados,3,23621424,23844666,2021-08-22,20,425,20,900,47000,1607228                        ,4003459                        ,0.0,1049.04,0.0,759.5,GBP            ,20-900,20-425-20-900-47000,91543891,USD            ,,4003459,23621424,Y,,,Y,,,,Y,,,,Legacy_23844666,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1607228                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1607228.0,,,,,,,,,,,,,,,3,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54708,Barbados,4,23621424,23844666,2021-08-22,20,425,20,900,47000,1607228                        ,4003450                        ,1325.29,0.0,959.5,0.0,GBP            ,20-900,20-425-20-900-47000,91543892,USD            ,,4003450,23621424,Y,,,Y,,,,Y,,,,Legacy_23844666,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1607228                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1607228.0,,,,,,,,,,,,,,,4,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54711,Barbados,8,23621424,23844666,2021-08-22,20,425,20,900,43500,1607228                        ,4003453-2021-08-26             ,100.83,0.0,73.0,0.0,GBP            ,20-900,20-425-20-900-43500,91543896,USD            ,,4003453,23621424,Y,,,Y,,,,Y,,,,Legacy_23844666,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1607228                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1607228.0,,,,,,,,,,,,,,,8,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54716,Barbados,5,23621425,23844667,2021-08-22,20,300,20,900,43501,1611453                        ,3854965-                       ,30.0,0.0,30.0,0.0,USD            ,20-900,20-300-20-900-43501,91543903,USD            ,,3854965,23621425,Y,,,Y,,,,Y,,,,Legacy_23844667,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1611453                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43501.0,Product Revenue Discounts,RC_Product_Discount,900.0,Basecamp,OT_Basecamp,,,,,,,,,1611453.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54718,Barbados,2,23621426,23844668,2021-08-22,20,425,20,900,47000,1612247                        ,4043412                        ,3355.01,0.0,2429.0,0.0,GBP            ,20-900,20-425-20-900-47000,91543905,USD            ,,4043412,23621426,Y,,,Y,,,,Y,,,,Legacy_23844668,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1612247                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612247.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54720,Barbados,1,23621427,23844669,2021-08-22,20,300,20,900,47000,1612804                        ,4043427                        ,1000.0,0.0,1000.0,0.0,USD            ,20-900,20-300-20-900-47000,91543907,USD            ,,4043427,23621427,Y,,,Y,,,,Y,,,,Legacy_23844669,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1612804                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612804.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54722,Barbados,1,23621428,23844670,2021-08-22,20,300,20,900,47000,1612806                        ,4043392                        ,2000.0,0.0,2000.0,0.0,USD            ,20-900,20-300-20-900-47000,91543909,USD            ,,4043392,23621428,Y,,,Y,,,,Y,,,,Legacy_23844670,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1612806                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1612806.0,,,,,,,,,,,,,,,1,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54726,Barbados,2,23621429,23844671,2021-08-22,20,425,20,900,47000,1613147                        ,4043448                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91543913,USD            ,,4043448,23621429,Y,,,Y,,,,Y,,,,Legacy_23844671,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1613147                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613147.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54728,Barbados,2,23621430,23844672,2021-08-22,20,425,20,900,47000,1613184                        ,4043379                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91543915,USD            ,,4043379,23621430,Y,,,Y,,,,Y,,,,Legacy_23844672,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1613184                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613184.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54730,Barbados,4,23621430,23844672,2021-08-22,20,425,20,900,42001,1613184                        ,3863263-                       ,0.0,27.62,0.0,20.0,GBP            ,20-900,20-425-20-900-42001,91543917,USD            ,,3863263,23621430,Y,,,Y,,,,Y,,,,Legacy_23844672,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1613184                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42001.0,Accomodation Revenue Promos/Discounts,RC_Accommodation_Discounts,900.0,Basecamp,OT_Basecamp,,,,,,,,,1613184.0,,,,,,,,,,,,,,,4,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54732,Barbados,2,23621431,23844673,2021-08-22,20,425,20,900,47000,1615675                        ,4043424                        ,552.49,0.0,400.0,0.0,GBP            ,20-900,20-425-20-900-47000,91543919,USD            ,,4043424,23621431,Y,,,Y,,,,Y,,,,Legacy_23844673,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1615675                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1615675.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54734,Barbados,2,23621432,23844674,2021-08-22,20,425,20,900,47000,1629109                        ,4043401                        ,1971.24,0.0,1427.16,0.0,GBP            ,20-900,20-425-20-900-47000,91543921,USD            ,,4043401,23621432,Y,,,Y,,,,Y,,,,Legacy_23844674,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1629109                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1629109.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54736,Barbados,5,23621433,23844675,2021-08-22,20,300,20,900,42500,1638057                        ,3963612-2021-08-28             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91543927,USD            ,,3963612,23621433,Y,,,Y,,,,Y,,,,Legacy_23844675,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1638057                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638057.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54737,Barbados,6,23621433,23844675,2021-08-22,20,300,20,900,42500,1638057                        ,3963611-2021-08-22             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91543928,USD            ,,3963611,23621433,Y,,,Y,,,,Y,,,,Legacy_23844675,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1638057                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638057.0,,,,,,,,,,,,,,,6,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54738,Barbados,7,23621433,23844675,2021-08-22,20,300,20,900,47000,1638057                        ,4040322                        ,50.0,0.0,50.0,0.0,USD            ,20-900,20-300-20-900-47000,91543929,USD            ,,4040322,23621433,Y,,,Y,,,,Y,,,,Legacy_23844675,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1638057                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1638057.0,,,,,,,,,,,,,,,7,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54745,Barbados,2,23621436,23844678,2021-08-22,20,425,20,900,47000,1641441                        ,4043433                        ,1104.98,0.0,800.0,0.0,GBP            ,20-900,20-425-20-900-47000,91543943,USD            ,,4043433,23621436,Y,,,Y,,,,Y,,,,Legacy_23844678,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1641441                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1641441.0,,,,,,,,,,,,,,,2,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54747,Barbados,2,23621437,23844679,2021-08-22,20,300,20,900,43500,1644253                        ,4015028-2021-08-13             ,0.0,89.0,0.0,89.0,USD            ,20-900,20-300-20-900-43500,91543945,USD            ,,4015028,23621437,Y,,,Y,,,,Y,,,,Legacy_23844679,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1644253                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1644253.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
54749,Barbados,5,23621438,23844680,2021-08-22,20,400,20,900,43500,1645294                        ,4003461-2021-08-23             ,169.99,0.0,156.0,0.0,CHF            ,20-900,20-400-20-900-43500,91543950,USD            ,,4003461,23621438,Y,,,Y,,,,Y,,,,Legacy_23844680,20,USD            ,Actuals,,2021-08-22,Conversion,,,,,1645294                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1645294.0,,,,,,,,,,,,,,,5,,,,Parent,,,,CHF            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,,,,,,,,,,,,,,,
