,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID CC_CODE_LEGACY,Legacy Description_x,CC_Code,Legacy ID_y,Legacy Description_y,RevenueCategory,Legacy ID ACTNUMBR_4,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID FULLGL,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id_x,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,travel_style,revenue_stream,id_y,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id
14489,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012370.0
14490,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012371.0
14491,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012372.0
14492,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012373.0
14493,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012374.0
14494,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012375.0
14495,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012376.0
14496,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012685.0
14497,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4018064.0
14498,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4019474.0
14499,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023994.0
14500,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023995.0
14501,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023996.0
14502,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023997.0
14503,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023998.0
14504,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4023999.0
14505,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4024000.0
14506,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4024014.0
14507,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4027950.0
14508,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4027951.0
14509,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4027958.0
14510,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4029111.0
14511,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4066360.0
14512,Canada,7,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,0.0,372.73,0.0,372.73,CAD            ,10-900,10-000-10-900-12001,6974747,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4066369.0
14513,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313924.0
14514,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313925.0
14515,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313926.0
14516,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313927.0
14517,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313928.0
14518,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313929.0
14519,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313930.0
14520,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313931.0
14521,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313932.0
14522,Canada,8,1887532,1963724,2021-08-09,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974748,CAD            ,GAPDPLSPENG220519-O1,0,1887532,Y,,,Y,,,,Y,,,,Legacy_1963724,10,CAD            ,Actuals,,2021-08-09,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313933.0
