,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
261998,Barbados,3,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSEV08RN211106-O1           ,0.22,0,0.16,0,GBP            ,20-900,20-425-20-900-47000,91698442,USD            ,GAPzSEV08RN211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
261999,Barbados,4,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSEV08RR211106-O1           ,0,1872.52,0,1355.69,GBP            ,20-900,20-425-20-900-47000,91698443,USD            ,GAPzSEV08RR211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262000,Barbados,5,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSERGO211105-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-47000,91698444,USD            ,GAPzSERGO211105-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262001,Barbados,6,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSERGI211113-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-47000,91698445,USD            ,GAPzSERGI211113-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262002,Barbados,7,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSEV08RN211106-O1           ,0,0.22,0,0.16,GBP            ,20-900,20-425-20-900-47000,91698446,USD            ,GAPzSEV08RN211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262003,Barbados,8,23678838,23902471,2021-08-31,20,425,20,900,47000,1611943,GAPzSEV08RR211106-O1           ,1872.52,0,1355.69,0,GBP            ,20-900,20-425-20-900-47000,91698447,USD            ,GAPzSEV08RR211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262012,Barbados,17,23678838,23902471,2021-08-31,20,425,20,900,43700,1611943,GAPzSERGI211113-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-43700,91698456,USD            ,GAPzSERGI211113-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262013,Barbados,18,23678838,23902471,2021-08-31,20,425,20,900,43700,1611943,GAPzSEV08RN211106-O1           ,0,0.22,0,0.16,GBP            ,20-900,20-425-20-900-43700,91698457,USD            ,GAPzSEV08RN211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262014,Barbados,19,23678838,23902471,2021-08-31,20,425,20,900,43700,1611943,GAPzSERGO211105-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-43700,91698458,USD            ,GAPzSERGO211105-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262015,Barbados,20,23678838,23902471,2021-08-31,20,425,20,900,43700,1611943,GAPzSEV08RR211106-O1           ,0,1872.52,0,1355.69,GBP            ,20-900,20-425-20-900-43700,91698459,USD            ,GAPzSEV08RR211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700,Galapagos Revenue,RC_Galapagos_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262016,Barbados,21,23678838,23902471,2021-08-31,20,425,20,900,43701,1611943,GAPzSEV08RN211106-O1           ,0.22,0,0.16,0,GBP            ,20-900,20-425-20-900-43701,91698460,USD            ,GAPzSEV08RN211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262017,Barbados,22,23678838,23902471,2021-08-31,20,425,20,900,43701,1611943,GAPzSERGI211113-O1             ,140.89,0,102,0,GBP            ,20-900,20-425-20-900-43701,91698461,USD            ,GAPzSERGI211113-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262018,Barbados,23,23678838,23902471,2021-08-31,20,425,20,900,43701,1611943,GAPzSERGO211105-O1             ,140.89,0,102,0,GBP            ,20-900,20-425-20-900-43701,91698462,USD            ,GAPzSERGO211105-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262019,Barbados,24,23678838,23902471,2021-08-31,20,425,20,900,43701,1611943,GAPzSEV08RR211106-O1           ,1872.52,0,1355.69,0,GBP            ,20-900,20-425-20-900-43701,91698463,USD            ,GAPzSEV08RR211106-O1,0,23678838,Y,,,Y,,,,Y,,,,Legacy_23902471,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
262028,Barbados,1,23678839,23902472,2021-08-31,20,300,20,100,40000,1612515,GPAADWNG211030-O1              ,0,1999.4,0,1999.4,USD            ,20-100,20-300-20-100-40000,91698472,USD            ,GPAADWNG211030-O1,0,23678839,Y,,,Y,,,,Y,,,,Legacy_23902472,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
262029,Barbados,2,23678839,23902472,2021-08-31,20,300,20,600,40001,1612515,GPAADWNG211030-O1              ,1999.4,0,1999.4,0,USD            ,20-600,20-300-20-600-40001,91698473,USD            ,GPAADWNG211030-O1,0,23678839,Y,,,Y,,,,Y,,,,Legacy_23902472,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1612515,,,,,,,,,,,,,,,1
262030,Barbados,3,23678839,23902472,2021-08-31,20,300,20,900,47000,1612515,GPAADWNG211030-O1              ,1999.4,0,1999.4,0,USD            ,20-900,20-300-20-900-47000,91698474,USD            ,GPAADWNG211030-O1,0,23678839,Y,,,Y,,,,Y,,,,Legacy_23902472,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612515,,,,,,,,,,,,,,,1
262031,Barbados,4,23678839,23902472,2021-08-31,20,300,20,900,47000,1612515,GPAADWNG211030-O1              ,0,1999.4,0,1999.4,USD            ,20-900,20-300-20-900-47000,91698475,USD            ,GPAADWNG211030-O1,0,23678839,Y,,,Y,,,,Y,,,,Legacy_23902472,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612515,,,,,,,,,,,,,,,1
262036,Barbados,1,23678840,23902473,2021-08-31,20,300,20,900,47000,1612789,GPXzXVUHSX211201-O1            ,0,48.63,0,48.63,USD            ,20-900,20-300-20-900-47000,91698480,USD            ,GPXzXVUHSX211201-O1,0,23678840,Y,,,Y,,,,Y,,,,Legacy_23902473,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
262037,Barbados,2,23678840,23902473,2021-08-31,20,300,20,900,47000,1612789,GPXXLAESX211202-O1             ,0,1851.17,0,1851.17,USD            ,20-900,20-300-20-900-47000,91698481,USD            ,GPXXLAESX211202-O1,0,23678840,Y,,,Y,,,,Y,,,,Legacy_23902473,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
262039,Barbados,4,23678840,23902473,2021-08-31,20,300,20,900,44001,1612789,GPXXLAESX211202-O1             ,1851.17,0,1851.17,0,USD            ,20-900,20-300-20-900-44001,91698483,USD            ,GPXXLAESX211202-O1,0,23678840,Y,,,Y,,,,Y,,,,Legacy_23902473,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
262040,Barbados,5,23678840,23902473,2021-08-31,20,300,20,900,44001,1612789,GPXzXVUHSX211201-O1            ,48.63,0,48.63,0,USD            ,20-900,20-300-20-900-44001,91698484,USD            ,GPXzXVUHSX211201-O1,0,23678840,Y,,,Y,,,,Y,,,,Legacy_23902473,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1612789,,,,,,,,,,,,,,,1
262042,Barbados,1,23678841,23902474,2021-08-31,20,400,20,900,47000,1612853,GAPzSEDSO211106-O1             ,0,52.71,0,44.57,EUR            ,20-900,20-400-20-900-47000,91698486,USD            ,GAPzSEDSO211106-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262043,Barbados,2,23678841,23902474,2021-08-31,20,400,20,900,47000,1612853,GAPSEV06DB211109-O1            ,0,428.04,0,361.96,EUR            ,20-900,20-400-20-900-47000,91698487,USD            ,GAPSEV06DB211109-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262044,Barbados,3,23678841,23902474,2021-08-31,20,400,20,900,47000,1612853,GAPSEV03DB211107-O1            ,0,230.44,0,194.87,EUR            ,20-900,20-400-20-900-47000,91698488,USD            ,GAPSEV03DB211107-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262045,Barbados,4,23678841,23902474,2021-08-31,20,400,20,900,47000,1612853,GAPzSEDGI211114-O1             ,0,52.71,0,44.57,EUR            ,20-900,20-400-20-900-47000,91698489,USD            ,GAPzSEDGI211114-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262050,Barbados,9,23678841,23902474,2021-08-31,20,400,20,900,43701,1612853,GAPSEV03DB211107-O1            ,230.44,0,194.87,0,EUR            ,20-900,20-400-20-900-43701,91698494,USD            ,GAPSEV03DB211107-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262051,Barbados,10,23678841,23902474,2021-08-31,20,400,20,900,43701,1612853,GAPSEV06DB211109-O1            ,428.04,0,361.96,0,EUR            ,20-900,20-400-20-900-43701,91698495,USD            ,GAPSEV06DB211109-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262052,Barbados,11,23678841,23902474,2021-08-31,20,400,20,900,43701,1612853,GAPzSEDGI211114-O1             ,52.71,0,44.57,0,EUR            ,20-900,20-400-20-900-43701,91698496,USD            ,GAPzSEDGI211114-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262053,Barbados,12,23678841,23902474,2021-08-31,20,400,20,900,43701,1612853,GAPzSEDSO211106-O1             ,52.71,0,44.57,0,EUR            ,20-900,20-400-20-900-43701,91698497,USD            ,GAPzSEDSO211106-O1,0,23678841,Y,,,Y,,,,Y,,,,Legacy_23902474,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1612853,,,,,,,,,,,,,,,1
262058,Barbados,1,23678842,23902475,2021-08-31,20,300,20,900,47000,1613098,GPXXLAESX211202-O1             ,0,97.74,0,97.74,USD            ,20-900,20-300-20-900-47000,91698502,USD            ,GPXXLAESX211202-O1,0,23678842,Y,,,Y,,,,Y,,,,Legacy_23902475,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613098,,,,,,,,,,,,,,,1
262059,Barbados,2,23678842,23902475,2021-08-31,20,300,20,900,47000,1613098,GPXzXVUHSX211201-O1            ,0,2.26,0,2.26,USD            ,20-900,20-300-20-900-47000,91698503,USD            ,GPXzXVUHSX211201-O1,0,23678842,Y,,,Y,,,,Y,,,,Legacy_23902475,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613098,,,,,,,,,,,,,,,1
262060,Barbados,3,23678842,23902475,2021-08-31,20,300,20,900,44001,1613098,GPXzXVUHSX211201-O1            ,2.26,0,2.26,0,USD            ,20-900,20-300-20-900-44001,91698504,USD            ,GPXzXVUHSX211201-O1,0,23678842,Y,,,Y,,,,Y,,,,Legacy_23902475,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613098,,,,,,,,,,,,,,,1
262061,Barbados,4,23678842,23902475,2021-08-31,20,300,20,900,44001,1613098,GPXXLAESX211202-O1             ,97.74,0,97.74,0,USD            ,20-900,20-300-20-900-44001,91698505,USD            ,GPXXLAESX211202-O1,0,23678842,Y,,,Y,,,,Y,,,,Legacy_23902475,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613098,,,,,,,,,,,,,,,1
262062,Barbados,1,23678843,23902476,2021-08-31,20,300,20,900,47000,1613100,GPXXLCASX211123-O1             ,0,8059.62,0,8059.62,USD            ,20-900,20-300-20-900-47000,91698506,USD            ,GPXXLCASX211123-O1,0,23678843,Y,,,Y,,,,Y,,,,Legacy_23902476,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613100,,,,,,,,,,,,,,,1
262063,Barbados,2,23678843,23902476,2021-08-31,20,300,20,900,47000,1613100,GPXzXVUHSX211122-O1            ,0,139.38,0,139.38,USD            ,20-900,20-300-20-900-47000,91698507,USD            ,GPXzXVUHSX211122-O1,0,23678843,Y,,,Y,,,,Y,,,,Legacy_23902476,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613100,,,,,,,,,,,,,,,1
262064,Barbados,3,23678843,23902476,2021-08-31,20,300,20,900,44001,1613100,GPXXLCASX211123-O1             ,8059.62,0,8059.62,0,USD            ,20-900,20-300-20-900-44001,91698508,USD            ,GPXXLCASX211123-O1,0,23678843,Y,,,Y,,,,Y,,,,Legacy_23902476,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613100,,,,,,,,,,,,,,,1
262065,Barbados,4,23678843,23902476,2021-08-31,20,300,20,900,44001,1613100,GPXzXVUHSX211122-O1            ,139.38,0,139.38,0,USD            ,20-900,20-300-20-900-44001,91698509,USD            ,GPXzXVUHSX211122-O1,0,23678843,Y,,,Y,,,,Y,,,,Legacy_23902476,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1613100,,,,,,,,,,,,,,,1
262082,Barbados,1,23678846,23902479,2021-08-31,20,425,20,100,40000,1613448,GPFzDNWVF211112-O1             ,0,135.94,0,98.42,GBP            ,20-100,20-425-20-100-40000,91698520,USD            ,GPFzDNWVF211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262083,Barbados,2,23678846,23902479,2021-08-31,20,425,20,100,40000,1613448,GPFzDZVVT211112-O1             ,0,169.15,0,122.46,GBP            ,20-100,20-425-20-100-40000,91698521,USD            ,GPFzDZVVT211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262084,Barbados,3,23678846,23902479,2021-08-31,20,425,20,100,40000,1613448,GPFDNENG211103-O1              ,0,1183.73,0,857.01,GBP            ,20-100,20-425-20-100-40000,91698522,USD            ,GPFDNENG211103-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262085,Barbados,4,23678846,23902479,2021-08-31,20,425,20,300,40001,1613448,GPFzDZVVT211112-O1             ,169.15,0,122.46,0,GBP            ,20-300,20-425-20-300-40001,91698523,USD            ,GPFzDZVVT211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262086,Barbados,5,23678846,23902479,2021-08-31,20,425,20,300,40001,1613448,GPFDNENG211103-O1              ,1183.73,0,857.01,0,GBP            ,20-300,20-425-20-300-40001,91698524,USD            ,GPFDNENG211103-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262087,Barbados,6,23678846,23902479,2021-08-31,20,425,20,300,40001,1613448,GPFzDNWVF211112-O1             ,135.94,0,98.42,0,GBP            ,20-300,20-425-20-300-40001,91698525,USD            ,GPFzDNWVF211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262088,Barbados,7,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFDNENG211103-O1              ,1183.73,0,857.01,0,GBP            ,20-900,20-425-20-900-47000,91698526,USD            ,GPFDNENG211103-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262089,Barbados,8,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFzDZVVT211112-O1             ,0,169.15,0,122.46,GBP            ,20-900,20-425-20-900-47000,91698527,USD            ,GPFzDZVVT211112-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
262090,Barbados,9,23678846,23902479,2021-08-31,20,425,20,900,47000,1613448,GPFDNENG211103-O1              ,0,1183.73,0,857.01,GBP            ,20-900,20-425-20-900-47000,91698528,USD            ,GPFDNENG211103-O1,0,23678846,Y,,,Y,,,,Y,,,,Legacy_23902479,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1613448,,,,,,,,,,,,,,,1
