,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
1957,Barbados,1,23548344,23771501,2021-08-02,20,300,20,600,40001,1641100,GNANUPN210912-O1               ,0,299.85,0,299.85,USD            ,20-600,20-300-20-600-40001,91362704,USD            ,GNANUPN210912-O1,0,23548344,Y,,,Y,,,,Y,,,,Legacy_23771501,20,USD            ,Actuals,,2021-08-02,Conversion,,,,,1641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1641100,,,,,,,,,,,,,,,1
6712,Barbados,2,23549297,23772465,2021-08-03,20,300,20,100,40001,1613652,GAPzSPAAT211011-O1             ,339.08,0,339.08,0,USD            ,20-100,20-300-20-100-40001,91495773,USD            ,GAPzSPAAT211011-O1,0,23549297,Y,,,Y,,,,Y,,,,Legacy_23772465,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
6713,Barbados,3,23549297,23772465,2021-08-03,20,300,20,100,40001,1613652,GAPzSPIDT211004-O1             ,108.5,0,108.5,0,USD            ,20-100,20-300-20-100-40001,91495774,USD            ,GAPzSPIDT211004-O1,0,23549297,Y,,,Y,,,,Y,,,,Legacy_23772465,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
6718,Barbados,6,23549297,23772465,2021-08-03,20,300,20,600,40001,1613652,GAPzSPAAT211011-O1             ,0,339.08,0,339.08,USD            ,20-600,20-300-20-600-40001,91495777,USD            ,GAPzSPAAT211011-O1,0,23549297,Y,,,Y,,,,Y,,,,Legacy_23772465,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
6725,Barbados,10,23549297,23772465,2021-08-03,20,300,20,600,40001,1613652,GAPzSPIDT211004-O1             ,0,108.5,0,108.5,USD            ,20-600,20-300-20-600-40001,91495781,USD            ,GAPzSPIDT211004-O1,0,23549297,Y,,,Y,,,,Y,,,,Legacy_23772465,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,1613652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613652,,,,,,,,,,,,,,,1
9072,Barbados,5,23594499,23817686,2021-08-05,20,300,20,900,44001,1614983,GPXXLQCSX211222-O1             ,0,7071.79,0,7071.79,USD            ,20-900,20-300-20-900-44001,91496984,USD            ,GPXXLQCSX211222-O1,0,23594499,Y,,,Y,,,,Y,,,,Legacy_23817686,20,USD            ,Actuals,,2021-08-05,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
9073,Barbados,6,23594499,23817686,2021-08-05,20,300,20,900,44001,1614983,GPXzXVUHSX211221-O1            ,0,117.91,0,117.91,USD            ,20-900,20-300-20-900-44001,91496985,USD            ,GPXzXVUHSX211221-O1,0,23594499,Y,,,Y,,,,Y,,,,Legacy_23817686,20,USD            ,Actuals,,2021-08-05,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
10934,Barbados,2,23594780,23817968,2021-08-06,20,425,20,300,40001,1610747,GPAAHRA211003-O1               ,0,358.84,0,259.8,GBP            ,20-300,20-425-20-300-40001,91498080,USD            ,GPAAHRA211003-O1,0,23594780,Y,,,Y,,,,Y,,,,Legacy_23817968,20,USD            ,Actuals,,2021-08-06,Conversion,,,,,1610747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1610747,,,,,,,,,,,,,,,1
17219,Barbados,2,23595391,23818579,2021-08-03,20,0,20,360,47200,GPFDPBE210625-O1               ,GPFDPBE210625-O1               ,279.77,0,279.77,0,USD            ,20-360,20-000-20-360-47200,91463188,USD            ,GPFDPBE210625-O1,0,23595391,Y,,,Y,,,,Y,,,,Legacy_23818579,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,GPFDPBE210625-O1               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,Local sales revenue,RC_Local_Sales_Revenue,360,Middle East,OT_Middle East,,,,,,,,,2106251,,,,,,,,,,,,,,,1
17231,Barbados,2,23595394,23818582,2021-08-03,20,0,20,360,47200,GPFDPEE210627-O1               ,GPFDPEE210627-O1               ,420.45,0,420.45,0,USD            ,20-360,20-000-20-360-47200,91463200,USD            ,GPFDPEE210627-O1,0,23595394,Y,,,Y,,,,Y,,,,Legacy_23818582,20,USD            ,Actuals,,2021-08-03,Conversion,,,,,GPFDPEE210627-O1               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,Local sales revenue,RC_Local_Sales_Revenue,360,Middle East,OT_Middle East,,,,,,,,,2106271,,,,,,,,,,,,,,,1
19420,Barbados,2,23595857,23819057,2021-08-09,20,425,20,300,40001,1610334,GPAABCB211023-O1               ,0,320.93,0,232.35,GBP            ,20-300,20-425-20-300-40001,91501866,USD            ,GPAABCB211023-O1,0,23595857,Y,,,Y,,,,Y,,,,Legacy_23819057,20,USD            ,Actuals,,2021-08-09,Conversion,,,,,1610334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1610334,,,,,,,,,,,,,,,1
19425,Barbados,3,23595858,23819058,2021-08-09,20,425,20,100,40000,1610747,GPAAHRA211003-O1               ,358.84,0,259.8,0,GBP            ,20-100,20-425-20-100-40000,91501871,USD            ,GPAAHRA211003-O1,0,23595858,Y,,,Y,,,,Y,,,,Legacy_23819058,20,USD            ,Actuals,,2021-08-09,Conversion,,,,,1610747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1610747,,,,,,,,,,,,,,,1
19441,Barbados,3,23595862,23819062,2021-08-09,20,425,20,300,40001,1616619,GPAANNA210912-O1               ,0,276.25,0,200,GBP            ,20-300,20-425-20-300-40001,91501885,USD            ,GPAANNA210912-O1,0,23595862,Y,,,Y,,,,Y,,,,Legacy_23819062,20,USD            ,Actuals,,2021-08-09,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1616619,,,,,,,,,,,,,,,1
20257,Barbados,2,23603393,23826609,2021-08-10,20,425,20,100,40000,1610334,GPAABCB211023-O1               ,320.93,0,232.35,0,GBP            ,20-100,20-425-20-100-40000,91502740,USD            ,GPAABCB211023-O1,0,23603393,Y,,,Y,,,,Y,,,,Legacy_23826609,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1610334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1610334,,,,,,,,,,,,,,,1
20266,Barbados,2,23603396,23826612,2021-08-10,20,300,20,100,40000,1611531,GPAzAVHAN211009-O1             ,4.61,0,4.61,0,USD            ,20-100,20-300-20-100-40000,91502749,USD            ,GPAzAVHAN211009-O1,0,23603396,Y,,,Y,,,,Y,,,,Legacy_23826612,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1611531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1611531,,,,,,,,,,,,,,,1
20267,Barbados,3,23603396,23826612,2021-08-10,20,300,20,100,40000,1611531,GPAzAVCWT211018-O1             ,80.89,0,80.89,0,USD            ,20-100,20-300-20-100-40000,91502750,USD            ,GPAzAVCWT211018-O1,0,23603396,Y,,,Y,,,,Y,,,,Legacy_23826612,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1611531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1611531,,,,,,,,,,,,,,,1
20268,Barbados,4,23603396,23826612,2021-08-10,20,300,20,100,40000,1611531,GPAzATBHT210927-O1             ,135.92,0,135.92,0,USD            ,20-100,20-300-20-100-40000,91502751,USD            ,GPAzATBHT210927-O1,0,23603396,Y,,,Y,,,,Y,,,,Legacy_23826612,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1611531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1611531,,,,,,,,,,,,,,,1
20269,Barbados,5,23603396,23826612,2021-08-10,20,300,20,100,40000,1611531,GPAzAVSAN211017-O1             ,5.04,0,5.04,0,USD            ,20-100,20-300-20-100-40000,91502752,USD            ,GPAzAVSAN211017-O1,0,23603396,Y,,,Y,,,,Y,,,,Legacy_23826612,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1611531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1611531,,,,,,,,,,,,,,,1
20270,Barbados,6,23603396,23826612,2021-08-10,20,300,20,100,40000,1611531,GPAzAVCHT211010-O1             ,98.36,0,98.36,0,USD            ,20-100,20-300-20-100-40000,91502753,USD            ,GPAzAVCHT211010-O1,0,23603396,Y,,,Y,,,,Y,,,,Legacy_23826612,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1611531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1611531,,,,,,,,,,,,,,,1
20305,Barbados,2,23603405,23826621,2021-08-10,20,300,20,900,44000,1614983,GPXzXVUHSX211221-O1            ,117.91,0,117.91,0,USD            ,20-900,20-300-20-900-44000,91502786,USD            ,GPXzXVUHSX211221-O1,0,23603405,Y,,,Y,,,,Y,,,,Legacy_23826621,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
20306,Barbados,3,23603405,23826621,2021-08-10,20,300,20,900,44000,1614983,GPXXLQCSX211222-O1             ,7071.79,0,7071.79,0,USD            ,20-900,20-300-20-900-44000,91502787,USD            ,GPXXLQCSX211222-O1,0,23603405,Y,,,Y,,,,Y,,,,Legacy_23826621,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
20332,Barbados,2,23603414,23826630,2021-08-10,20,425,20,100,40000,1616619,GPAANNA210912-O1               ,276.25,0,200,0,GBP            ,20-100,20-425-20-100-40000,91502813,USD            ,GPAANNA210912-O1,0,23603414,Y,,,Y,,,,Y,,,,Legacy_23826630,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1616619,,,,,,,,,,,,,,,1
20623,Barbados,2,23603516,23826732,2021-08-10,20,425,20,700,40000,1636979,GAPPHPT210911-O1               ,1277.22,0,924.7,0,GBP            ,20-700,20-425-20-700-40000,91503082,USD            ,GAPPHPT210911-O1,0,23603516,Y,,,Y,,,,Y,,,,Legacy_23826732,20,USD            ,Actuals,,2021-08-10,Conversion,,,,,1636979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1636979,,,,,,,,,,,,,,,1
24211,Barbados,3,23605825,23829046,2021-08-11,20,300,20,700,40001,1609413,GPFDOHNG211012-O1              ,0,114.62,0,114.62,USD            ,20-700,20-300-20-700-40001,91503672,USD            ,GPFDOHNG211012-O1,0,23605825,Y,,,Y,,,,Y,,,,Legacy_23829046,20,USD            ,Actuals,,2021-08-11,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
24212,Barbados,4,23605825,23829046,2021-08-11,20,300,20,700,40001,1609413,GPFzDJNTNG211019-O1            ,0,1.72,0,1.72,USD            ,20-700,20-300-20-700-40001,91503673,USD            ,GPFzDJNTNG211019-O1,0,23605825,Y,,,Y,,,,Y,,,,Legacy_23829046,20,USD            ,Actuals,,2021-08-11,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
24213,Barbados,5,23605825,23829046,2021-08-11,20,300,20,700,40001,1609413,GPFDJJNG211019-O1              ,0,80.22,0,80.22,USD            ,20-700,20-300-20-700-40001,91503674,USD            ,GPFDJJNG211019-O1,0,23605825,Y,,,Y,,,,Y,,,,Legacy_23829046,20,USD            ,Actuals,,2021-08-11,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
24214,Barbados,6,23605825,23829046,2021-08-11,20,300,20,700,40001,1609413,GPFzDOLTNG211019-O1            ,0,3.44,0,3.44,USD            ,20-700,20-300-20-700-40001,91503675,USD            ,GPFzDOLTNG211019-O1,0,23605825,Y,,,Y,,,,Y,,,,Legacy_23829046,20,USD            ,Actuals,,2021-08-11,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
25696,Barbados,2,23606076,23829298,2021-08-12,20,300,20,100,40000,1609413,GPFDOHNG211012-O1              ,114.62,0,114.62,0,USD            ,20-100,20-300-20-100-40000,91504553,USD            ,GPFDOHNG211012-O1,0,23606076,Y,,,Y,,,,Y,,,,Legacy_23829298,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
25697,Barbados,3,23606076,23829298,2021-08-12,20,300,20,100,40000,1609413,GPFzDOLTNG211019-O1            ,3.44,0,3.44,0,USD            ,20-100,20-300-20-100-40000,91504554,USD            ,GPFzDOLTNG211019-O1,0,23606076,Y,,,Y,,,,Y,,,,Legacy_23829298,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
25698,Barbados,4,23606076,23829298,2021-08-12,20,300,20,100,40000,1609413,GPFDJJNG211019-O1              ,80.22,0,80.22,0,USD            ,20-100,20-300-20-100-40000,91504555,USD            ,GPFDJJNG211019-O1,0,23606076,Y,,,Y,,,,Y,,,,Legacy_23829298,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
25699,Barbados,5,23606076,23829298,2021-08-12,20,300,20,100,40000,1609413,GPFzDJNTNG211019-O1            ,1.72,0,1.72,0,USD            ,20-100,20-300-20-100-40000,91504556,USD            ,GPFzDJNTNG211019-O1,0,23606076,Y,,,Y,,,,Y,,,,Legacy_23829298,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,1609413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1609413,,,,,,,,,,,,,,,1
27736,Barbados,1,23606352,23829576,2021-08-12,20,300,20,900,47100,GPELELBI210809-O1              ,GPELELBI210809-O1              ,70932.54,0,70932.54,0,USD            ,20-900,20-300-20-900-47100,91598019,USD            ,GPELELBI210809-O1,0,23606352,Y,,,Y,,,,Y,,,,Legacy_23829576,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
27737,Barbados,2,23606352,23829576,2021-08-12,20,300,20,900,47100,GPELELBI210809-O1              ,GPELELBI210809-O1              ,3490,0,3490,0,USD            ,20-900,20-300-20-900-47100,91598020,USD            ,GPELELBI210809-O1,0,23606352,Y,,,Y,,,,Y,,,,Legacy_23829576,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
27738,Barbados,3,23606352,23829576,2021-08-12,20,300,20,900,47150,GPELELBI210809-O1              ,GPELELBI210809-O1              ,1500,0,1500,0,USD            ,20-900,20-300-20-900-47150,91598021,USD            ,GPELELBI210809-O1,0,23606352,Y,,,Y,,,,Y,,,,Legacy_23829576,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
27742,Barbados,1,23606353,23829577,2021-08-12,20,300,20,900,47100,GPELELHI210804-O1              ,GPELELHI210804-O1              ,52085.67,0,52085.67,0,USD            ,20-900,20-300-20-900-47100,91598025,USD            ,GPELELHI210804-O1,0,23606353,Y,,,Y,,,,Y,,,,Legacy_23829577,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
27743,Barbados,2,23606353,23829577,2021-08-12,20,300,20,900,47100,GPELELHI210804-O1              ,GPELELHI210804-O1              ,3228,0,3228,0,USD            ,20-900,20-300-20-900-47100,91598026,USD            ,GPELELHI210804-O1,0,23606353,Y,,,Y,,,,Y,,,,Legacy_23829577,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
27744,Barbados,3,23606353,23829577,2021-08-12,20,300,20,900,47150,GPELELHI210804-O1              ,GPELELHI210804-O1              ,1000,0,1000,0,USD            ,20-900,20-300-20-900-47150,91598027,USD            ,GPELELHI210804-O1,0,23606353,Y,,,Y,,,,Y,,,,Legacy_23829577,20,USD            ,Actuals,,2021-08-12,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
28422,Barbados,5,23606564,23829788,2021-08-13,20,425,20,900,43701,1611943,GAPzSEV08RN211106-O1           ,0,0.22,0,0.16,GBP            ,20-900,20-425-20-900-43701,91505505,USD            ,GAPzSEV08RN211106-O1,0,23606564,Y,,,Y,,,,Y,,,,Legacy_23829788,20,USD            ,Actuals,,2021-08-13,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
28423,Barbados,6,23606564,23829788,2021-08-13,20,425,20,900,43701,1611943,GAPzSERGO211105-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-43701,91505506,USD            ,GAPzSERGO211105-O1,0,23606564,Y,,,Y,,,,Y,,,,Legacy_23829788,20,USD            ,Actuals,,2021-08-13,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
28424,Barbados,7,23606564,23829788,2021-08-13,20,425,20,900,43701,1611943,GAPzSEV08RR211106-O1           ,0,1872.52,0,1355.69,GBP            ,20-900,20-425-20-900-43701,91505507,USD            ,GAPzSEV08RR211106-O1,0,23606564,Y,,,Y,,,,Y,,,,Legacy_23829788,20,USD            ,Actuals,,2021-08-13,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
28425,Barbados,8,23606564,23829788,2021-08-13,20,425,20,900,43701,1611943,GAPzSERGI211113-O1             ,0,140.89,0,102,GBP            ,20-900,20-425-20-900-43701,91505508,USD            ,GAPzSERGI211113-O1,0,23606564,Y,,,Y,,,,Y,,,,Legacy_23829788,20,USD            ,Actuals,,2021-08-13,Conversion,,,,,1611943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1611943,,,,,,,,,,,,,,,1
33191,Barbados,3,23607213,23830437,2021-08-15,20,425,20,900,44001,1597920,GPXXLCASX211213-O1             ,0,1166.94,0,986.8,EUR            ,20-900,20-425-20-900-44001,91508122,USD            ,GPXXLCASX211213-O1,0,23607213,Y,,,Y,,,,Y,,,,Legacy_23830437,20,USD            ,Actuals,,2021-08-15,Conversion,,,,,1597920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1597920,,,,,,,,,,,,,,,1
33192,Barbados,4,23607213,23830437,2021-08-15,20,425,20,900,44001,1597920,GPXzXVUHSX211212-O1            ,0,15.61,0,13.2,EUR            ,20-900,20-425-20-900-44001,91508123,USD            ,GPXzXVUHSX211212-O1,0,23607213,Y,,,Y,,,,Y,,,,Legacy_23830437,20,USD            ,Actuals,,2021-08-15,Conversion,,,,,1597920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1597920,,,,,,,,,,,,,,,1
35363,Barbados,1,23607650,23830883,2021-08-16,20,300,20,900,47100,GPELELBI210816-O1              ,GPELELBI210816-O1              ,59985.92,0,59985.92,0,USD            ,20-900,20-300-20-900-47100,91598031,USD            ,GPELELBI210816-O1,0,23607650,Y,,,Y,,,,Y,,,,Legacy_23830883,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
35364,Barbados,2,23607650,23830883,2021-08-16,20,300,20,900,47100,GPELELBI210816-O1              ,GPELELBI210816-O1              ,2792,0,2792,0,USD            ,20-900,20-300-20-900-47100,91598032,USD            ,GPELELBI210816-O1,0,23607650,Y,,,Y,,,,Y,,,,Legacy_23830883,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
35365,Barbados,3,23607650,23830883,2021-08-16,20,300,20,900,47150,GPELELBI210816-O1              ,GPELELBI210816-O1              ,4000,0,4000,0,USD            ,20-900,20-300-20-900-47150,91598033,USD            ,GPELELBI210816-O1,0,23607650,Y,,,Y,,,,Y,,,,Legacy_23830883,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
35418,Barbados,2,23607664,23830897,2021-08-16,20,425,20,300,40001,1613448,GPFDNENG211103-O1              ,0,1183.73,0,857.01,GBP            ,20-300,20-425-20-300-40001,91508545,USD            ,GPFDNENG211103-O1,0,23607664,Y,,,Y,,,,Y,,,,Legacy_23830897,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
35419,Barbados,3,23607664,23830897,2021-08-16,20,425,20,300,40001,1613448,GPFzDNWVF211112-O1             ,0,135.94,0,98.42,GBP            ,20-300,20-425-20-300-40001,91508546,USD            ,GPFzDNWVF211112-O1,0,23607664,Y,,,Y,,,,Y,,,,Legacy_23830897,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
35420,Barbados,4,23607664,23830897,2021-08-16,20,425,20,300,40001,1613448,GPFzDZVVT211112-O1             ,0,169.15,0,122.46,GBP            ,20-300,20-425-20-300-40001,91508547,USD            ,GPFzDZVVT211112-O1,0,23607664,Y,,,Y,,,,Y,,,,Legacy_23830897,20,USD            ,Actuals,,2021-08-16,Conversion,,,,,1613448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1613448,,,,,,,,,,,,,,,1
